s_adj,nace_r2,sizeclas,indic_em,geo\time	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 
NSA,K,TOTAL,JOBOCC,CZ	81415 	89084 	81260 	84435 	83188 	90610 	86148 	80686 	84616 	91058 	85980 	85414 	93149 	90610 	87733 	88177 	93934 	98442 	98819 	97666 	97579 	94571 	88939 	85754 	80933 	85186 	88198 	88056 	88014 	90302 	86035 	82314 	81885 	84698 	86630 	88143 	90904 	94734 	96273 	90293 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,DE	1108675 	1099354 	1080501 	1087378 	1110743 	1086584 	1126956 	1099114 	1104975 	1013177 	1013882 	1099806 	1125478 	1105870 	1122282 	1123438 	1129194 	1074687 	1012381 	1087407 	1138502 	1058704 	1089085 	1006626 	1123978 	1103579 	1093294 	1043517 	1132126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,DK	76892 p	76681 p	81637 p	75550 p	75303 p	75616 p	74003 p	74248 p	75135 p	74655 p	75884 	75170 	73541 	73302 	74934 	76145 	75534 	77116 	74301 	72857 	72659 	77497 	75995 	78570 	79259 	78248 	77672 	79836 	84657 	77130 	78301 	78941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EA	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EA19	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EE	9916 	10013 	9695 	10079 	9546 	9682 	9385 	9376 	9016 	9030 	9074 	8941 	9253 	9247 	9344 	9144 	8686 	8879 	8974 	9124 	9056 	8949 	9041 	9164 	9004 	9167 	9240 	9263 	9361 	9216 	9329 	9519 	9503 	9560 	9939 	10199 	10186 	10540 	10464 	10601 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EL	62024 	66550 	66727 	67045 	69639 	69360 	68375 	65920 	65909 	64154 	60719 	61613 	60939 	64122 	68906 	76061 	79048 	83392 	83993 	: c	77772 	78633 	90471 	87431 	85147 	84417 	83520 	86491 	86809 	87896 	86894 	85716 	84663 	82565 	85741 	83088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,ES	332888 p	334863 	333329 	335462 	341074 	339885 	340777 	339446 	341255 	341727 	341744 	340002 	320411 	322444 	325854 	326650 	358640 	353837 	353584 	359049 b	346328 	361005 	363873 	361425 	364031 	364417 	349845 	376170 	376271 	382421 	383998 	383744 	391291 	389688 	400059 	395753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EU27	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,EU28	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,FI	31964 	47608 	31863 	56436 	36488 	52542 	37563 	38125 	48609 	71961 	43160 	25831 	39376 	52797 	38339 	27209 	26678 	35834 	62369 	38956 b	42745 	34927 	36542 	39413 	55626 	31896 	40632 	41651 	40133 	26125 	43497 	39188 	40522 	32689 	38793 	59288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,HR	37036 b	37330 b	37377 b	37667 b	38636 b	39153 b	39259 b	39504 b	41397 	41517 	41447 	41353 	43207 	42454 	42148 	41977 	42264 	42343 	42116 	42391 	43258 	43275 	43063 	42867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,HU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,LT	16316 	16324 	16292 	16229 	15920 	15630 	15570 	16093 	15818 	15711 	15792 	15804 	15719 	15415 	15348 	15200 	15619 	15569 	15790 	15687 	15570 	15565 	15741 	16345 	16568 	16609 	16534 	16556 	16704 	16731 	16827 	17089 	17279 	17809 	18743 	19694 	19779 	20122 	19764 	19958 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,LU	46954 	46536 	46777 	46330 	45871 	45578 	45304 	45139 	44908 	44550 	44175 	43782 	43410 	43328 	43355 	43082 	42793 	42507 	42513 	42382 	42339 	42737 	42151 	41898 	41540 	41422 	40976 	41198 	40984 	40763 	40713 	40716 	40728 	40795 	40937 	41245 	41411 	41097 	40574 	39978 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,LV	17958 	18241 	18220 	18295 	18594 	18468 	18266 	18423 	18594 	18430 	18269 	18039 	17952 	17972 	17938 	17883 	18260 	18520 	18600 	18534 	18680 	18761 	18775 	19181 	19466 	19405 	19709 	19615 	19664 	19931 	19756 	19986 	20381 	21284 	22390 	23163 	25314 	26477 	26606 	26034 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,MK	10355 	10248 	10423 	10387 	10074 	10027 	9917 	10024 	9548 	9684 	9655 	9321 	9703 	9583 	9549 	9474 	9789 	9562 	9404 	9238 	8586 	8586 	8586 	8586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,NL	221800 p	222471 p	226128 p	227346 p	229022 p	231224 p	235208 p	235568 p	235317 p	240952 p	240952 p	235992 p	236514 	235551 	238200 	240500 	245600 	247600 	251000 	250300 	254100 	255300 	258500 	256400 	256900 	257300 	260800 	261800 	259800 	261600 	265800 	268100 	271600 	275900 	280900 	284000 	278100 	279600 	284400 	283400 	286500 	285900 	287900 	283700 	285200 	284100 	285500 	284500 	276100 	276300 	275200 	274600 	273500 	273300 	274600 	274200 	278900 	279700 	281500 	280900 	283300 	284500 	288200 	287600 	289200 	292500 	294300 	291100 
NSA,K,TOTAL,JOBOCC,NO	45919 	46474 	46273 	46245 	46343 	46903 	46941 	47102 	46559 	47092 	46856 	46797 	46533 	46489 	47225 	47303 	46901 	47524 	47285 	47418 	47622 	47700 	47902 	48170 	48995 	48561 	48341 	48104 	47953 	47578 	48030 	48135 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,PL	358268 	347624 	355344 	363126 	343529 	338007 	339878 	354771 	351500 	353504 	364790 	365804 	341912 	341628 	344896 	353684 	328374 	328540 	323618 	336936 	349079 	347766 	350207 	352402 	341028 	335052 	329173 	319864 	347644 	312689 	314301 	322997 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,PT	70548 	71847 	71054 	70794 	70717 	71169 	71798 	73566 	73518 	73932 	74484 	74811 	74853 	84636 	82204 	81682 	82302 	83031 	82806 	83500 	82998 	84049 	84892 	82496 	82950 	83271 	83543 	83926 	84888 	85284 	83240 	85617 	82653 	82480 	82851 	82644 	82415 	83215 	83035 	80827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,RO	84166 	83942 	84341 	84203 	84666 	85536 	85487 	85431 	83657 	83463 	83970 	83892 	84634 	84988 	84672 	85489 	86507 	87746 	88603 	90050 	91853 	92631 	92730 	93713 	94429 	95264 	95063 	95510 	95318 	96094 	96876 	97645 	97061 	98945 	102275 	103632 	104642 	104880 	102636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,SE	92502 	91561 	92657 	90725 	91059 	87983 	87885 	85428 	86040 	86111 	87354 	88599 	88964 	88396 	88526 	87948 	87944 	88691 	89040 	87374 	88351 	87982 	87193 	85155 	86446 	87297 	87045 	86060 	: c	: c	: c	: c	86588 	85882 	87572 	88454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,SI	19537 	19569 	19650 	19760 	19973 	20007 	20057 	20082 	20330 	20297 	20337 	20348 b	20418 e	20540 e	20610 e	20831 e	20900 e	20982 e	21133 e	21169 	21751 	22101 	22324 	22359 	22478 	22906 	22789 	22743 	22883 	23001 	22829 	22740 	22680 	22891 	23242 	23304 	23260 	23121 	22956 	22702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,SK	34052 	33999 	34511 	34424 	35276 	35166 	36822 	36085 	37386 	37493 	36987 	34683 	35589 	34993 	33765 	33292 	33261 	32156 	32312 	34498 	33954 	33707 	33416 	34130 	32973 	32959 	32833 	31599 	30965 	33288 	33597 	34384 	34534 	35154 	34415 	34950 	34190 	33958 	33698 	33998 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBOCC,UK	1066000 p	1066000 	1070000 	1065000 	1060000 	1053000 	1042000 	1042000 	1035000 	1030000 	1032000 	1044000 	1037000 	1050000 	1046000 	1046000 	1038000 	1041000 	1051000 	1072000 	1067000 	1052000 	1064000 	1085000 	1059000 	1066000 	1070000 	1068000 	1049000 	1039000 	1052000 	1046000 	1051000 	1080000 	1126000 	1141000 	1152000 	1150000 	1146000 	1148000 	1136000 	1134000 	1126000 	1123000 	1123000 	1120000 	1117000 	1114000 	1109000 	1111000 	1113000 	1118000 	1121000 	1117000 	1121000 	1123000 	1131000 	1143000 	1146000 	1145000 	1152000 	1153000 	1149000 	1154000 	1146000 	1141000 	1121000 	: 
NSA,K,TOTAL,JOBRATE,AT	3.8 	1.4 	2.2 	1.5 	0.9 	0.8 	0.7 	1.0 	0.5 	0.7 	0.8 	1.5 	1.4 	1.5 	1.0 	0.7 	0.7 	0.7 	0.9 	0.8 	1.1 	0.8 	1.1 	2.5 	3.5 	1.5 	2.5 	2.3 	1.0 	2.1 	1.0 	0.8 	1.2 	1.4 	0.9 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,BE	2.6 	2.4 	2.2 	2.1 	2.2 	2.3 	2.3 	2.5 	1.9 	1.7 	2.0 	2.3 	1.5 	1.6 	1.4 	1.1 	0.9 	1.3 	1.6 	1.5 b	1.8 	2.3 	2.5 	3.0 b	0.6 	2.2 	1.9 	0.9 	1.1 	1.2 	1.0 	1.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,BG	0.7 p	0.9 p	0.8 p	0.6 p	0.5 p	0.5 p	0.7 p	0.5 p	0.4 p	0.5 p	0.4 p	0.3 p	0.6 	0.7 	0.8 	0.8 	0.5 	0.4 	0.5 	0.4 	0.4 	0.5 	0.4 	0.5 	0.4 	0.4 	0.3 	0.7 	0.7 	0.8 	0.7 	0.7 	0.7 	1.0 	1.1 	1.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,CH	2.3 	2.0 	2.1 	2.3 	1.8 	1.9 	2.0 	2.0 	1.8 	1.9 	1.8 	1.8 	1.7 	1.8 	1.8 	1.8 	1.5 	1.6 	1.5 	1.7 	1.4 	1.5 	1.7 	1.8 	1.5 	1.6 	2.1 	2.1 	2.0 	2.0 	1.9 	1.9 	1.7 	1.5 	1.4 	1.4 	1.4 	1.9 	2.1 	2.5 	2.2 	2.2 	2.3 	2.2 	2.2 	2.3 	2.3 	2.3 	2.0 	1.6 	1.6 	1.6 	1.3 	1.4 	1.4 	1.4 	0.8 	0.9 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,CY	2.6 	0.8 	1.3 	1.1 	0.4 	1.2 	0.2 	0.6 	1.2 	0.6 	0.8 	1.0 	0.4 	0.3 	0.6 	0.4 	0.3 	0.0 	0.0 	0.1 	0.1 	0.2 	0.3 	0.2 	0.1 	0.3 	1.2 	0.5 	0.6 	0.6 	0.5 	0.4 	0.3 	0.5 	0.3 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,CZ	1.6 	1.6 	1.7 	1.5 	1.6 	1.5 	1.6 	1.7 	1.7 	1.7 	1.9 	1.5 	1.3 	1.3 	1.7 	1.9 	2.0 	1.7 	1.7 	1.6 	1.6 	1.7 	1.6 	1.4 	1.6 	1.2 	1.2 	1.1 	1.1 	1.0 	1.2 	1.1 	1.0 	1.0 	0.9 	1.0 	1.2 	1.2 	1.2 	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,DE	1.3 	1.1 	1.0 	1.0 	1.3 	0.9 	1.3 	1.6 	1.1 	1.6 	1.9 	1.3 	2.0 	1.7 	1.4 	1.6 	1.7 	1.4 	1.5 	1.1 	1.4 	1.5 	1.6 	1.3 	1.6 	1.0 	1.0 	1.6 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,DK	1.8 p	1.8 p	2.0 p	2.0 p	1.9 p	1.5 p	1.5 p	1.5 p	1.3 p	1.8 p	1.3 	1.5 	1.2 	1.3 	1.2 	0.9 	1.0 	1.0 	0.8 	0.9 	0.9 	1.1 	1.3 	0.9 	0.8 	0.7 	1.1 	1.2 	1.1 	0.9 	0.7 	1.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EA	1.4 e	1.2 e	1.2 e	1.1 e	1.1 e	1.0 e	1.1 e	1.3 e	1.0 e	1.2 e	1.2 e	1.1 e	1.2 e	1.1 e	1.0 e	1.1 e	1.0 e	1.0 e	1.0 e	0.9 e	1.0 e	1.0 e	1.1 e	1.1 e	1.1 e	0.9 e	1.1 e	1.2 e	1.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EA19	1.4 e	1.2 e	1.2 e	1.1 e	1.1 e	1.0 e	1.1 e	1.3 e	1.0 e	1.2 e	1.2 e	1.1 e	1.2 e	1.1 e	1.0 e	1.1 e	1.0 e	1.0 e	1.0 e	0.9 e	1.0 e	1.0 e	1.1 e	1.1 e	1.1 e	1.0 e	1.1 e	1.2 e	1.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EE	2.2 	2.4 	2.2 	2.4 	2.0 	3.0 	2.2 	2.4 	2.7 	1.7 	2.8 	1.2 	1.2 	1.3 	1.3 	1.9 	1.6 	1.5 	1.3 	1.4 	1.7 	0.8 	1.2 	1.3 	1.1 	1.4 	1.3 	1.4 	1.6 	1.3 	1.3 	1.0 	0.8 	0.5 	0.5 	0.9 	1.0 	1.5 	2.5 	1.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EL	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.2 	0.2 	0.2 	0.0 	0.0 	0.0 	0.7 	0.0 	0.3 	0.0 	0.0 	0.0 	0.0 	: c	0.1 	0.1 	0.1 	0.0 	0.0 	0.2 	0.2 	0.1 	0.4 	0.4 	0.0 	0.0 	0.2 	0.1 	0.0 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,ES	0.3 p	0.4 	0.4 	0.3 	0.2 	0.2 	0.4 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 b	0.2 	0.1 	0.2 	0.3 	0.2 	0.2 	0.6 	0.4 	0.3 	0.4 	0.3 	0.3 	0.3 	0.1 	0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EU	1.7 e	1.6 e	1.6 e	1.5 e	1.4 e	1.4 e	1.4 e	1.6 e	1.4 e	1.5 e	1.6 e	1.6 e	1.6 e	1.5 e	1.4 e	1.5 e	1.4 e	1.3 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.4 e	1.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EU27	1.7 e	1.6 e	1.6 e	1.5 e	1.4 e	1.4 e	1.4 e	1.6 e	1.4 e	1.6 e	1.6 e	1.6 e	1.6 e	1.5 e	1.4 e	1.5 e	1.4 e	1.3 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.4 e	1.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,EU28	1.7 e	1.6 e	1.6 e	1.5 e	1.4 e	1.4 e	1.4 e	1.6 e	1.4 e	1.5 e	1.6 e	1.6 e	1.6 e	1.5 e	1.4 e	1.5 e	1.4 e	1.3 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.2 e	1.3 e	1.4 e	1.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,FI	0.9 	2.2 	0.6 	2.2 	0.6 	1.1 	0.3 	1.5 	1.1 	1.9 	0.1 	0.5 	0.7 	2.6 	0.2 	0.5 	0.3 	0.7 	1.7 	0.9 b	2.3 	1.2 	1.6 	1.9 	2.8 	1.9 	1.1 	1.3 	1.5 	2.0 	0.6 	2.7 	0.7 	0.5 	0.2 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,HR	0.3 b	0.4 b	0.4 b	0.4 b	0.3 b	0.4 b	0.5 b	0.4 b	0.2 	0.2 	0.4 	0.3 	0.6 	0.2 	0.3 	0.3 	0.8 	0.6 	0.5 	0.7 	0.2 	0.2 	0.4 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,K,TOTAL,JOBRATE,HU	1.9 p	2.0 p	2.4 p	2.2 p	1.5 	1.8 	1.9 	2.2 	1.8 	1.8 	1.6 	1.4 	1.5 	1.4 	1.5 	1.5 	1.1 	1.1 	1.2 	1.3 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	1.1 	1.0 	0.8 	1.5 	1.2 	1.0 	0.9 	0.8 	0.7 	0.9 	1.0 	1.7 	2.0 	2.2 	2.1 	1.4 	2.2 	2.0 	1.7 	1.6 	1.7 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
