s_adj,nace_r2,sizeclas,indic_em,geo\time	2017Q4 	2017Q3 	2017Q2 	2017Q1 	2016Q4 	2016Q3 	2016Q2 	2016Q1 	2015Q4 	2015Q3 	2015Q2 	2015Q1 	2014Q4 	2014Q3 	2014Q2 	2014Q1 	2013Q4 	2013Q3 	2013Q2 	2013Q1 	2012Q4 	2012Q3 	2012Q2 	2012Q1 	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 
NSA,D,TOTAL,JOBVAC,PL	330 	338 	309 	346 	335 	319 	331 	370 	275 	214 	206 	144 	182 	208 	177 	128 	96 	118 	107 	117 	130 	142 	161 	188 	149 	198 	231 	324 	268 	355 	225 	200 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	56 	: c	0 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,RO	406 	408 	329 	318 	292 	333 	310 	253 	152 	114 	93 	93 	55 	164 	87 	86 	103 	62 	91 	73 	82 	68 	37 	82 	48 	48 	82 	143 	96 	79 	99 	145 	144 	228 	199 	312 	355 	384 	299 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,SE	806 	848 	609 	819 	759 	647 	869 	622 	544 	665 	827 	681 	575 	420 	567 	611 	646 	640 	514 	500 	367 	364 	446 	476 	439 	329 	334 	476 	368 	300 	444 	230 	213 	205 	481 	483 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,SI	53 u	41 	21 	38 u	31 u	19 	11 u	118 	: c	28 	: c	28 u	57 e	31 e	30 e	27 e	25 e	23 e	22 e	16 	16 	24 	17 	14 	61 	18 	18 	14 	18 	20 	15 	26 	10 	14 	15 	14 	11 	23 	12 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,SK	466 	516 	558 	506 	510 	483 	511 	563 	507 	600 	624 	661 	527 	643 	697 	706 	558 	592 	524 	527 	330 	276 	359 	417 	298 	309 	389 	256 	311 	339 	332 	259 	339 	553 	469 	556 	460 	549 	468 	419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,D,TOTAL,JOBVAC,UK	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	4000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	3000 	2000 	3000 	2000 	3000 	3000 	3000 	3000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	2000 	1000 	1000 	2000 	2000 	2000 	2000 	1000 	2000 	2000 	2000 	2000 	3000 	2000 	: 
NSA,E,GE10,CH_Q_Q,BE	0.2 	-0.5 	0.0 	0.6 	0.0 	0.1 	0.5 	-0.2 	0.0 	0.1 	0.1 	-0.1 	0.0 	0.0 	0.0 	0.5 	-0.1 	0.1 	-0.2 	-0.5 b	-0.3 	-0.3 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,BG	0.1 p	0.1 p	-0.3 p	0.1 p	0.1 p	0.0 p	-0.1 p	0.1 p	0.1 p	0.0 p	-0.1 p	-0.1 p	0.0 	0.0 	-0.1 	-0.1 	0.1 	0.0 	-0.1 	0.1 	0.0 	0.0 	-0.1 	-0.1 	0.2 	-0.2 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,CY	0.6 	0.3 	0.0 	0.1 	-0.5 	0.0 	-0.1 	0.5 	0.0 	-0.2 	0.1 	0.1 	-0.2 	0.2 	-0.2 	-0.5 	-1.7 	2.1 	-0.7 	-0.6 	-0.1 	1.9 	-1.0 	0.4 	-2.2 	1.2 	-2.6 	2.5 	-1.9 	2.3 	-1.5 	2.2 	-3.5 	-3.7 	4.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,CZ	0.3 	-0.2 	0.0 	0.2 	-0.3 	-0.3 	0.3 	0.5 	0.1 	0.0 	0.3 	0.2 	0.0 	0.0 	0.2 	0.2 	0.2 	0.0 	-0.1 	-0.2 	0.0 	-0.1 	0.2 	0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	-0.2 	-0.1 	-0.2 	-0.3 	-0.5 	-0.1 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,DE	0.5 	0.3 	-0.2 	0.0 	0.0 	0.2 	0.1 	0.1 	0.0 	0.0 	0.0 	-0.1 	0.2 	0.0 	0.3 	-0.3 	0.2 	-0.1 	0.3 	-0.3 	0.0 	0.0 	0.0 	-0.2 	0.3 	0.1 	-0.1 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,DK	-0.5 p	0.0 p	0.3 p	-0.7 p	-0.1 p	0.6 p	0.2 p	-0.2 p	0.3 p	-0.2 p	0.1 	0.0 	0.0 	-0.2 	-1.0 	1.1 	-0.1 	-0.3 	0.4 	0.2 	0.3 	-0.7 	0.5 	0.3 	0.0 	0.0 	-0.2 	0.2 	-0.2 	0.2 	-0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,EE	-0.4 	-0.1 	0.5 	0.2 	-0.5 	0.6 	-0.1 	0.0 	0.0 	-0.1 	0.0 	0.7 	-0.2 	-0.4 	0.4 	-0.2 	-0.5 	-0.1 	0.0 	-0.1 	0.3 	-0.1 	0.3 	-0.1 	-0.1 	0.0 	0.2 	0.3 	-0.3 	0.0 	-0.1 	0.2 	-0.1 	-0.4 	0.8 	-0.2 	-0.4 	-0.6 	-0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,EL	-0.3 	2.8 	-0.3 	-2.8 	2.9 	-0.2 	0.1 	0.0 	-2.6 	2.8 	-2.1 	2.2 	-0.2 	0.2 	-0.5 	0.5 	0.0 	-1.1 	: 	: 	-0.1 	-0.8 	0.5 	-0.4 	0.3 	-0.3 	-0.2 	0.6 	-0.1 	-0.4 	-0.6 	0.3 	-0.5 	-4.9 	4.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,ES	0.0 p	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	-0.1 	-0.1 	0.2 	-0.1 	-0.1 	0.0 	0.0 b	0.0 	0.0 	-0.2 	0.3 	-0.1 	0.0 	0.1 	0.0 	0.0 	-0.7 	0.5 	0.1 	0.0 	-0.4 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,FI	-0.6 	-1.4 	2.0 	0.0 	-0.8 	-0.2 	-0.3 	1.3 	0.0 	-2.2 	1.4 	0.8 	-0.1 	-1.1 	-1.0 	2.2 	-1.1 	-1.3 	0.9 	1.5 b	-0.3 	-0.2 	-0.2 	-1.2 	-0.4 	1.9 	-1.5 	-0.5 	1.1 	-0.6 	0.8 	0.9 	-0.2 	0.2 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,FR	0.1 	0.0 	0.1 	0.0 	-0.2 	0.1 	0.1 	0.0 	0.1 b	0.0 	-0.1 	0.1 	0.0 	-0.1 	-0.5 	0.4 	0.1 	-0.2 	0.0 	0.3 	0.1 	0.1 	-0.1 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 b	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.3 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,HR	-0.2 b	-0.2 b	0.1 b	0.3 b	-0.2 b	-0.2 b	0.3 b	0.1 b	-0.3 	0.0 	0.1 	0.5 	0.0 	-0.4 	-1.1 	1.4 	0.0 	-0.4 	-2.1 	2.4 	0.1 	-0.1 	-0.4 	0.4 	-0.1 	0.0 	0.2 	0.1 	-0.1 	0.0 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,HU	0.1 p	-0.1 p	0.1 p	0.1 p	-0.1 	0.1 	-0.1 	0.2 	0.1 	-0.1 	0.2 	-0.2 	0.2 	0.0 	0.0 	0.3 	-0.1 	0.1 	0.1 	-0.6 	0.6 	-0.1 	-0.1 	0.1 	-0.1 	0.0 	-0.1 	-0.9 	0.6 	0.0 	-0.9 	1.2 	0.0 	-0.2 	-0.4 	0.7 	0.0 	-0.2 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,IT	-0.1 p	-0.1 p	0.2 p	0.1 p	0.0 	-0.2 	0.0 	0.2 	0.1 	-0.2 	0.2 	0.1 	-0.1 	-0.1 	0.1 	0.0 	0.0 	-0.1 	-0.1 	0.1 	0.0 	-0.1 	-0.3 	0.1 	0.1 	-0.5 	0.0 	0.6 	-0.3 	0.0 	0.1 	-0.3 	0.3 	-0.1 	-0.1 	-0.2 	0.0 	-0.1 	-0.1 	0.4 	-0.1 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,LT	0.3 	-0.1 	-0.3 	0.2 	0.1 	0.3 	-0.2 	0.8 	-0.1 	0.0 	0.0 	0.1 	-0.2 	0.3 	-0.2 	0.1 	0.2 	-0.6 	0.4 	-0.1 	-0.2 	-0.3 	0.5 	0.0 	-0.1 	-0.1 	-0.3 	0.4 	-0.3 	0.7 	-0.1 	0.2 	-0.1 	-0.2 	0.0 	-0.3 	-0.3 	-1.0 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,LU	0.0 	-0.5 	-0.3 	0.6 	0.0 	-1.9 	1.7 	0.0 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	-0.1 	-0.1 	0.1 	0.1 	-0.2 	0.1 	0.1 	0.0 	0.0 	0.1 	-0.1 	-0.1 	-0.3 	0.4 	0.0 	0.1 	0.0 	-0.1 	0.1 	-0.3 	0.1 	0.1 	-0.2 	-0.1 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,LV	0.5 	-0.2 	-0.1 	0.8 	-0.6 	0.0 	-0.3 	0.9 	-0.2 	-0.8 	0.4 	0.0 	-3.5 	3.8 	0.1 	0.3 	0.1 	-0.2 	0.1 	0.2 	0.3 	-0.2 	-0.3 	-0.2 	0.2 	0.1 	-0.1 	-0.1 	-0.1 	0.3 	0.0 	0.1 	0.2 	-0.2 	0.0 	-0.6 	0.4 	-0.1 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,MT	0.1 b	-4.5 b	4.3 b	-5.3 b	1.0 p	3.3 p	-0.1 p	1.1 p	-0.4 p	-3.1 p	1.8 p	1.5 b	-0.3 p	-11.4 p	10.5 p	1.7 p	-1.0 u	1.1 u	-0.2 u	-0.7 u	-0.6 u	0.8 u	0.1 u	0.3 u	-0.7 u	0.9 u	-0.9 u	0.6 u	-2.1 	1.9 	-1.0 	1.4 	-0.5 	-1.4 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,NO	-0.3 	0.0 	0.2 	-0.5 	0.4 	-0.9 	0.5 	0.8 	-0.6 	-0.2 	-0.1 	0.8 	-0.8 	0.4 	-0.4 	0.4 	-0.6 	-0.4 	1.1 	-0.5 	-0.2 	-0.4 	0.6 	-0.9 	1.2 	-0.8 	0.6 	0.6 	-0.8 	-0.1 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,PL	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	-0.1 	0.1 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.1 	-0.1 	0.1 	-0.1 	-0.1 	0.0 	-0.1 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.1 	0.0 	0.0 	0.0 	-0.2 	-0.3 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,RO	0.0 	-0.2 	0.2 	0.0 	-0.1 	0.1 	-0.3 	-0.1 	0.0 	0.3 	0.2 	0.0 	0.2 	-0.4 	0.1 	-0.3 	-0.1 	-0.2 	-0.2 	0.4 	0.2 	0.0 	-0.2 	0.4 	-0.2 	0.0 	0.2 	0.1 	0.0 	0.2 	-0.1 	0.2 	-0.2 	0.0 	-0.1 	-0.1 	-0.3 	-0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,SE	0.0 	-0.5 	0.4 	0.4 	0.3 	-0.5 	0.0 	0.1 	-0.3 	0.0 	0.4 	0.3 	0.4 	-0.5 	-0.8 	1.3 	0.0 	-0.8 	0.3 	0.5 	-0.3 	-0.9 	0.1 	1.0 	0.2 	-0.7 	0.5 	-0.5 	0.2 	-0.2 	0.3 	0.3 	0.0 	-0.4 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,SI	-0.5 	: c	0.1 	0.2 	0.0 	-0.3 	0.2 	0.1 u	-0.1 u	: c	: c	: c	0.0 e	-0.1 e	0.1 e	0.1 e	0.0 e	0.0 e	0.0 e	0.2 	-0.1 	0.1 	0.0 	-0.1 	0.0 	-0.1 	0.2 	-0.1 	0.0 	0.0 	0.1 	0.0 	-0.2 	0.0 	0.0 	0.1 	-0.2 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,CH_Q_Q,SK	0.0 	0.1 	-0.1 	0.0 	0.0 	0.1 	0.0 	0.1 	-0.1 	0.1 	-0.1 	0.1 	0.0 	-0.5 	0.2 	0.2 	0.0 	0.1 	-0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.2 	0.3 	-0.1 	0.0 	-0.1 	-0.3 	0.0 	0.2 	0.0 	-0.1 	0.3 	0.1 	0.0 	0.3 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,BE	26305 	27249 	26705 	26011 	25430 	25365 	26499 	25910 	24931 	24402 	25821 	24709 	26949 	27058 	26995 	26810 	24294 	24476 	24278 	24354 b	23011 	22521 	22793 	22444 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,BG	34482 p	34387 p	34601 p	34496 p	33581 p	33501 p	33688 p	33151 p	33628 p	34091 p	33392 p	33437 p	33670 	33854 	34010 	33908 	34876 	35556 	36027 	35547 	34860 	35623 	35708 	35694 	34951 	35873 	36193 	35406 	34447 	32985 	32954 	31967 	31999 	32840 	37252 	36922 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,CY	2205 	2173 	2123 	2143 	2234 	2142 	2199 	2216 	2311 	2295 	1823 	1777 	1641 	1663 	1754 	1754 	791 	1257 	789 	1248 	812 	1231 	792 	1225 	757 	1246 	789 	1182 	810 	1081 	1905 	436 	581 	533 	576 	567 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,CZ	47759 	50963 	51624 	46123 	45986 	45559 	41106 	39344 	43056 	46299 	45154 	47667 	50178 	43782 	44128 	44927 	45935 	45390 	43739 	43627 	39807 	38110 	41991 	44145 	41392 	44824 	43805 	41454 	38566 	35487 	36413 	40301 	39702 	39872 	41238 	41269 	44267 	41768 	41040 	38744 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,DE	248603 	246952 	246543 	247562 	248664 	253726 	251262 	255389 	246297 	236743 	235828 	231703 	233641 	233559 	233211 	234697 	232519 	231660 	227265 	227837 	227199 	216809 	222439 	209432 	225993 	223259 	220689 	224755 	220906 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,DK	8809 p	9024 p	9146 p	9157 p	8723 p	8502 p	8097 p	8052 p	7909 p	8373 p	8340 	8365 	8586 	7780 	8100 	8684 	9034 	7824 	8177 	8449 	7968 	7334 	6032 	6442 	7269 	8810 	8399 	7719 	7614 	8418 	8378 	8247 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,EE	2743 	2759 	2746 	2807 	2551 	2710 	2745 	2807 	2592 	2617 	2608 	2622 	2834 	2847 	2835 	2797 	2540 	2555 	2497 	2511 	2446 	2463 	2467 	2562 	2442 	2487 	2467 	2527 	2665 	2708 	2678 	2730 	3000 	3112 	3144 	3220 	2870 	2954 	2817 	2897 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,EL	8574 	8850 	7356 	7306 	7074 	7065 	5904 	6319 	6666 	7394 	7031 	6745 	6308 	5941 	4846 	4457 	5222 	6293 	7808 	: 	7434 	7414 	7104 	7437 	8063 	8609 	8576 	9037 	10035 	10530 	10218 	9338 	9492 	9307 	9300 	8821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,ES	118933 p	124049 	118559 	118457 	117796 	121813 	116860 	116503 	113104 	117102 	114050 	112099 	110970 	116268 	113169 	111286 	109484 	115685 	112855 	110221 b	121761 	124218 	123052 	121554 	122516 	125497 	125180 	122340 	118012 	119730 	119959 	117363 	113936 	112719 	115732 	113732 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,FI	16544 	9517 	7763 	3194 	10615 	5707 	10471 	4563 	6201 	4869 	11702 	13633 	6694 	14157 	10738 	12662 	9112 	11982 	9609 	15571 b	7425 	12413 	14816 	4880 	10986 	15684 	8623 	5565 	12987 	16637 	7249 	8529 	7164 	7621 	10955 	11540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,FR	139758 	140016 	140833 	139493 	139589 	140548 	141419 	140515 	141459 	142534 	143902 	142240 	139765 	142344 	142903 	142209 	140544 	141409 	142280 	140089 	141592 	141223 	141604 	139164 	139470 	140662 	141999 	141292 	143230 b	143296 	143877 	141830 	141931 	143258 	144453 	146154 	147955 	147925 	147760 	146823 	145627 	144910 	144204 	142654 	141174 	140394 	139949 	138824 	138054 	137818 	138008 	137502 	136753 	136298 	135081 	133655 	133089 	132692 	131558 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,HR	23520 b	23986 b	23370 b	22895 b	23546 b	23820 b	22891 b	22889 b	20016 	20255 	20357 	19407 	18063 	18237 	18061 	17698 	19748 	19869 	19785 	19350 	21412 	21675 	21483 	20169 	18433 	18742 	18483 	17980 	18129 	18295 	17912 	17635 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,HU	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,IT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSA,E,GE10,JOBOCC,LT	14193 	14370 	14343 	14101 	14117 	14399 	14500 	14392 	14318 	14558 	14522 	14336 	14466 	14687 	14540 	14315 	14279 	14497 	14278 	14093 	14167 	14416 	14226 	13811 	13786 	14114 	13790 	13399 	11245 	11388 	11082 	10870 	10870 	11361 	11661 	11768 	11490 	12002 	11932 	11940 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
