unit,facility,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 
P_HTHAB,HBEDT_CUR,RO	: 	503.18 	500.01 	495.03 	489.09 	457.84 	485.27 	515.91 b	450.47 	447.69 	456.10 	455.77 	442.97 	451.62 	527.92 	548.15 	537.58 	519.61 b	524.69 	524.60 	545.15 	555.34 	561.43 	572.65 	590.59 	701.41 	696.66 	699.96 	702.08 	702.52 	709.07 	708.31 	: 	: 	: 	: 	703.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,RS	: 	: 	456.33 	453.27 	450.81 	449.06 	447.07 	444.86 	441.96 	446.61 	464.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SE	: 	226.06 	234.76 	239.74 	241.49 b	248.11 	249.56 	251.58 	255.05 	259.97 	261.32 	266.47 	272.74 	274.51 	282.67 	293.11 b	310.31 	319.16 	323.39 	339.90 	364.77 	399.01 	432.40 	464.80 	502.80 	544.28 	583.44 	609.39 	630.20 	652.11 	680.09 	713.68 	760.73 	777.57 	787.09 	811.69 	833.24 	851.14 	883.61 	896.61 	912.88 	929.65 	948.40 	963.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SI	: 	421.51 d	423.86 	425.20 	428.31 	434.47 	433.37 	437.08 	452.43 	446.55 	454.99 	461.19 	458.69 	474.91 	488.59 	498.68 	522.54 	534.88 	542.23 	547.49 	548.92 	555.36 	559.35 	561.07 	574.71 	582.72 	586.14 	587.87 	595.68 	604.34 	614.25 	624.57 	: 	: 	: 	: 	673.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,SK	: 	487.50 	491.67 	491.61 	502.59 	513.28 	538.69 	543.06 	551.51 	557.61 	552.73 	565.88 b	551.52 	579.48 	610.31 	618.05 	640.41 	657.73 	661.92 	675.91 	693.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_CUR,TR	: 	265.42 	265.46 	262.59 	263.47 	250.96 	249.65 	237.48 	233.10 	228.69 	220.52 	212.91 	209.68 	210.58 	211.73 	203.76 	198.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,AT	: 	63.65 	55.90 	50.82 	46.64 	45.79 	41.09 	41.31 	39.51 	41.23 	37.64 	35.81 	36.43 	38.54 	38.77 	36.51 	37.78 	40.59 	40.34 	40.76 	41.64 	42.73 	43.03 	48.36 	49.04 	49.41 	50.47 	51.50 	52.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,BE	: 	13.30 	15.42 	15.68 	15.75 	16.36 	16.99 	16.89 	17.02 	17.77 	17.78 	18.10 	18.45 	20.04 	19.96 	19.39 	17.73 	17.40 	16.91 	17.56 	18.15 	17.98 	40.58 	41.85 	42.38 	44.15 	48.87 	: 	: 	: 	48.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,BG	: 	21.26 	22.41 	23.33 	21.19 	21.32 	22.90 	23.11 	24.79 	25.34 	25.63 	24.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,CZ	: 	156.55 	154.18 	152.36 	153.07 	155.34 	155.90 	154.48 	152.88 	153.51 	156.75 	159.00 	159.11 	153.93 	147.60 	145.15 	143.38 b	31.55 	24.90 	12.33 	11.03 	4.34 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,DK	: 	4.33 	4.13 	4.15 	3.72 	3.73 	3.32 	2.43 	2.22 	1.85 	1.20 	0.76 	0.41 	0.41 	0.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,EE	: 	91.99 	98.30 	95.14 b	131.47 	115.30 	116.18 	109.68 	110.99 	100.47 	95.87 	91.97 	80.71 	72.11 	70.59 	66.12 	60.46 	62.22 	59.16 	53.59 	50.86 	51.09 	67.49 b	23.16 	23.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,EL	: 	60.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,ES	: 	53.24 	55.62 	56.45 	57.90 	59.40 	60.03 	59.51 	60.41 	61.48 	65.13 	65.29 	68.63 	69.76 	70.85 	69.95 	71.83 	72.84 	72.62 	74.35 	75.84 b	30.31 	29.33 	31.70 	32.31 	28.17 	21.78 	18.31 	17.30 	15.47 	15.89 	12.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,FI	: 	119.57 	136.70 	164.66 	192.91 	208.68 	234.61 	270.94 	292.45 	302.76 	319.35 	318.77 	319.27 	331.15 	340.48 	348.94 	350.64 b	265.80 	272.46 	276.51 	282.85 	287.42 	282.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,FR	: 	47.49 	47.78 	48.37 	49.76 	50.19 	53.33 	74.36 	96.32 	106.32 	108.14 	114.92 	122.81 	128.85 	133.24 	138.12 	138.93 	139.06 	143.21 	144.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,HR	: 	97.01 	87.35 	86.12 	95.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,HU	: 	178.95 	177.19 	176.35 	173.72 	170.23 	171.25 	169.52 	168.31 	172.80 b	132.72 	129.87 	128.01 	127.48 	127.70 	126.69 	130.50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IE	: 	13.68 	12.71 	15.05 	14.72 	16.67 	19.65 	20.90 b	152.02 	159.54 	159.45 	167.60 	178.42 	172.22 	174.82 	176.76 	182.59 	190.37 	194.41 	198.77 	189.75 	192.08 	191.73 	191.51 	206.55 	207.32 	208.23 	214.15 	213.88 	210.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IS	: 	30.83 	32.68 	34.59 	34.61 	42.00 	44.02 	50.55 	55.45 	52.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,IT	: 	15.06 	15.27 	15.91 	16.97 	17.29 	18.46 	18.25 	18.62 	18.49 	17.47 	17.14 	16.74 	16.30 	16.50 	17.47 	17.77 	18.50 	20.27 	21.52 	22.99 	21.47 	22.92 	21.88 	22.36 	22.02 	22.64 	15.87 	20.39 	21.34 	22.10 	24.64 	25.11 	26.89 	28.84 	30.68 	28.23 	27.82 	26.97 	24.83 	20.46 	18.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LI	: 	0.00 	0.00 	0.00 	40.92 	41.31 	38.87 	39.17 b	84.57 	82.24 	79.92 	109.34 	113.22 	108.57 	115.75 	114.48 	119.47 	124.14 	132.63 	137.68 	141.78 	146.22 	150.97 	159.53 	168.76 	178.03 	201.80 	204.83 	207.53 	210.48 	212.94 	215.79 	218.08 	219.31 	220.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LT	: 	31.77 d	33.15 d	33.30 d	37.99 d	39.93 d	36.04 d	36.86 d	37.73 d	37.83 d	38.04 d	38.02 d	41.48 d	49.27 d	58.49 d	60.47 d	64.44 d	58.76 d	53.28 d	56.08 d	59.14 d	62.27 d	63.46 d	61.10 d	64.05 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,LV	: 	64.32 	60.64 	64.05 	66.46 	67.05 	62.46 	46.12 	45.94 	51.89 	54.15 	56.68 	53.05 	51.26 	51.95 	54.65 	54.28 b	48.32 	53.32 	54.05 	67.15 	68.21 	68.63 	56.18 	64.61 	84.09 	86.18 	86.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,MK	: 	83.47 	83.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,MT	: 	47.47 	47.97 b	2.36 	2.38 	2.40 	0.00 	0.00 	247.12 	299.47 	280.51 	273.87 	285.35 	260.67 	260.37 	260.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,NL	: 	: 	: 	45.14 	47.47 b	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,NO	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,PL	: 	1.33 	1.43 	1.91 	3.56 b	5.14 	4.89 b	5.03 	7.01 b	36.81 	37.27 	39.02 	41.51 	40.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,RO	: 	115.21 	111.16 	114.46 	117.69 	107.08 	102.33 	103.68 b	90.06 	92.47 	103.39 	107.17 b	154.82 	146.54 	155.49 	152.46 	150.19 	148.96 b	117.80 	124.03 	122.03 	120.21 	119.16 	124.37 	105.34 	102.49 	100.13 	98.02 	95.95 	95.44 	86.90 	86.81 	: 	: 	: 	: 	73.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,RS	: 	: d	8.88 d	9.07 d	8.68 d	8.42 d	7.36 d	8.02 d	7.56 d	4.89 d	2.25 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SE	: 	16.71 	18.13 	18.74 	19.39 b	21.52 	22.09 	23.30 	24.04 	24.93 	26.17 	25.51 	27.04 	27.75 	27.25 	31.18 b	35.94 	39.54 	40.98 	42.28 	53.15 	63.23 	71.57 	122.62 	145.36 b	523.26 	537.05 	564.18 	581.27 	596.80 	611.67 	617.09 	592.56 	584.85 	573.50 	549.41 	539.79 	521.80 	501.61 	488.64 	478.27 	459.55 	453.14 	428.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SI	: 	14.59 d	14.55 	14.66 	10.69 	11.54 	7.18 	6.47 	4.90 	4.48 	4.43 	4.65 	3.86 	3.51 	2.76 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,SK	: 	72.48 	72.08 	74.20 	72.86 	76.30 	89.62 	90.54 	89.48 	98.25 	101.14 	94.08 b	119.93 	124.47 	126.68 	131.09 	129.12 	121.87 	125.94 	122.40 	123.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_LT,TR	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,AT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,BE	: 	40.26 	40.26 	40.36 	40.23 	38.19 	37.98 	37.85 	37.28 	37.21 	35.92 	34.62 	33.74 	32.42 	29.99 	29.33 	27.89 	28.05 	25.17 	24.04 	25.53 	25.22 	9.97 	9.46 	9.50 	9.54 	9.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,BG	: 	14.98 	13.11 	11.74 	9.57 	8.79 	11.08 	11.17 	10.91 	10.94 	11.57 	12.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,CY	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,CZ	: 	21.75 	22.18 b	19.80 	19.86 	20.31 	21.11 	21.26 	22.31 	24.23 	25.22 	26.46 	30.31 	30.48 	32.08 	32.29 	32.99 b	44.48 	45.22 	46.30 	45.59 	44.84 	: 	: 	: 	: 	44.32 	: 	: 	: 	: 	45.72 	: 	: 	: 	: 	48.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,DE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,DK	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,EE	: 	9.43 	9.73 	12.59 	12.32 	12.61 	12.39 	14.25 	14.40 	16.10 	16.08 	17.24 	17.94 	17.58 	21.27 	23.09 	23.15 	25.15 	25.68 	25.79 	26.91 	14.27 	23.25 	43.04 	43.83 	35.87 	50.98 	61.86 	61.14 	64.10 	64.60 	65.08 	: 	: 	: 	: 	92.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,EL	: 	0.00 b	71.96 	69.78 	76.18 	74.62 	76.94 	79.55 	82.18 	86.16 	87.33 	86.70 	89.52 	87.93 	92.45 	93.32 	97.33 	96.96 	104.51 	104.26 	104.63 	108.42 	100.96 	109.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	60.02 	61.50 	62.24 	64.12 	67.80 	70.87 	76.39 	77.75 	81.08 	85.79 	91.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,FI	: 	2.87 	2.73 	2.48 	2.55 	2.52 	2.03 	1.54 	1.36 	1.25 	1.27 	1.22 	1.68 	2.40 	2.37 	2.74 	2.61 b	139.93 	136.80 	124.61 	108.09 	97.77 	94.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HR	: 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,HU	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 b	4.61 	4.98 	6.22 	6.37 	6.49 	6.68 	6.84 	6.93 	10.43 	11.11 	11.61 	11.81 b	14.93 	15.16 	16.15 	16.27 	16.47 	13.36 	13.94 	14.50 	12.88 	21.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IS	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,IT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LI	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LU	: 	41.61 	42.60 	43.62 b	86.26 	87.59 	87.98 	89.60 	88.41 	90.00 	91.40 	97.17 	109.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,HBEDT_OTH,LV	: 	126.22 	126.04 	125.41 	128.54 	129.09 	123.76 	134.29 	154.72 	154.21 	154.33 	155.05 	157.04 	156.15 	158.26 	170.40 	185.72 b	209.33 	237.67 	230.63 	240.84 	218.75 	220.89 	226.47 	225.45 	239.91 	260.37 	264.53 	206.52 	208.26 	210.39 	205.71 	: 	: 	: 	: 	205.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
